Cruise_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description
3/1/2024,Laundry Issue ,Other,11082P,Regular Guest,Closed-Resolved,Housekeeping,SC-37461859027164555,3/4/2024 22:16,"03/04/24 @22:10 GSA Barbara: Guest  came to SS, she was up on Deck16 and her clothes got covered in soot. "
3/1/2024,Other,Other,11278P,Regular Guest,Closed-Resolved,Guest Services,SC-37459417712591172,3/4/2024 22:17,"Guest  informed SS that when RA changed the linen she removed together with her iphone 12 pro. FM met the guests at 20:40 and apologized  to the guest. FM checked with the room host and she said she cleaned the room just before 8pm and she changed the linen and threw the linen down the linen chute. FM called the Assistant laundry manager in charge of deck 2 and they said they already put the linen then in the giant machine. FM informed the ALM to contact FM when the machine stopped. FM went to SS and in SSM and HFM and GSM about the incident, we tried to call the guest's US number but it was not getting through. FM contacted IT to try to locate the phone but they could not. 
"
3/1/2024,Room ,Air Conditioning,14237S,VIP2,Closed-Resolved,Housekeeping,SC-37453021278620949,3/4/2024 22:18,Air Conditioning
3/1/2024,Dining Experience ,Survey,9106P,Regular Guest,Closed-Resolved,Restaurant,SC-37452765316552919,3/4/2024 22:18,"Q: How was your dining experience?, A: 1
Q: Service?, A: NA
Q: Friendliness of the crew?, A: NA
Q: Knowledge of the crew?, A: NA
Q: Not finished? Tell us everything!, A: No room for walk ins. Overbooked every night. No opportunity to dine. 
"
3/1/2024,Account/Billing ,Other,12294P,Regular Guest,Closed-Resolved,Guest Services,SC-37419021105032851,3/4/2024 10:22,"3/4/2024 10:21 GSA Bags : Guest  was not happy with the explanation in the website about the bar tab, and would like o speak with the manager, GSA tried to explained that bar tab is only for the drink, but still guest would like to speak with manager   "
3/1/2024,Entertainment Experience ,Survey,5258P,Regular Guest,Closed-Resolved,Entertainment,SC-37453131331553131,3/4/2024 22:24,"Q: How was your entertainment?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Room ,Neighbor,15339S,VIP1,Closed-Resolved,Housekeeping,SC-37462100206059681,3/4/2024 22:26,Guest s requested to have the balcony partition opened together with 15331Z (just met them onboard)
3/1/2024,Dining Experience ,Food,10226S,Regular Guest,Closed-Resolved,Restaurant,SC-37462575950449325,3/4/2024 22:28,Guest s mentioned that fillet mignon was too smoky for them. 
3/1/2024,Dining Experience ,Service,10290S,Regular Guest,Closed-Resolved,Restaurant,SC-37460978584296301,3/4/2024 22:30,"03/04/24 10:17pm GSA BV: Guest  sent a SQ : ""I messed up on the comment for the blue agave. I wanted to let you know that our server never really came back after our main meal was served. Someone served us our meal and then we never saw our waitress after that. A manager saw that we were finished and then gave us the dessert menu and dropped the dessert we wanted. After we were finished we had to ask some random worker if we can go now and she said to wait for our waitress. That random worker had to go up to the actual waitress to tell her that we were ready to go. She also didn’t explain the food very well like I heard another waitress tell her people at her table. The food was very good but that particular waitress was not. We were never asked if we wanted more water or anything . We had a feeling that we were forgotten that’s why maybe the manager stepped in to serve the dessert menu and dessert. I had actually thought that she was on break or something "" / GSA answer: ""Mila, we apologized for this experience at the restaurant. Be assured this has been already shared with our Restaurant Management team to follow up your concern, your comments are always important for us, we appreciate your time to bring this to our attention. Once again we apologized for all the inconvenience you had had today."""
3/1/2024,Entertainment Experience ,Rude/Unfriendly Crew,10290S,Regular Guest,Closed-Resolved,Entertainment,SC-37454076025069891,3/4/2024 22:35,"03/04/24 9:16pm GSA BV: Guest  sent SQ ""We went to the LOLz Supper Comedy and the first comedian was not funny at all. She asked the audience if there were any interracial couples and we commented that we were and advised what nationalities and she said oh the audience is full of white people and literally just blew us off like nothing and we did not matter. Like the only acceptable interracial couples have to be just a white person and any other race. That was totally uncalled for and prejudicial in my opinion. We met another couple and were talking about shows we went to and they happened to be at the same show and also heard that comment and thought it was wrong. we live in a diverse state and culture and that comment was not right in this day and age. I personally don’t think she has seen any other interracial couples of different nationalities than hers and as she says white people. We as a couple had to deal with racial bias in our relationship and for this comedian to do that in a public setting like that was unacceptable. The staff aboard this ship is very diverse in itself which is very nice but that specific comment during her show was not. / GSA answer: Ahoy Mila, thank you for taking the time to share your experience at the show. We really appreciate your time and feedback, this help us to improve our service. Be assured this will be shared with the related department as it's not the Company way to provide our rockstar service."
3/1/2024,Room ,Mini Fridge,12360S,Regular Guest,Closed-Resolved,Housekeeping,SC-37419523314196224,3/4/2024 10:37,Mini Fridge
3/1/2024,Dining Experience ,Dining Cost,11242P,VIP2,Closed-Resolved,Restaurant,SC-37456324455125240,3/4/2024 22:42,Guest  want to order the treat yourself item but asked to do several modifications paying less. Guest s want to change the scallops for more lobster and pay less money. 
3/1/2024,Room ,TV / Room Controls,12178P,Regular Guest,Closed-Resolved,Housekeeping,SC-37411135523000277,3/4/2024 10:44,TV / Room Controls
3/1/2024,Room ,Survey,14310P,Regular Guest,Closed-Resolved,Housekeeping,SC-37463714695396081,3/4/2024 22:47,03/04 @8pm-FM received a call from RA stating that the guest is yelling at them because they disturbed him as he was asleep when they rang the door bell and knock on the door 
3/1/2024,Laundry Issue ,Damaged Laundry (low end),8218P,Regular Guest,Closed-Resolved,Guest Services,SC-37419681102734596,3/4/2024 10:49,"03/04/2024 hda jkg. Guest  approached the desk informing that she was at the pool yesterday and her shorts got black spots on . She has tried to was it out, but there is still stein. The gents white cap too has the same black spots. The guest said the item was not cheap. Brand vuori and 96$. GSA informed the guest we ill inform management and check with our laundry to see if its possible to remove apologies were made and the guest was informed we ill let her know once we receive updated info.."
3/1/2024,Room ,Air Conditioning,9358S,Regular Guest,Closed-Resolved,Housekeeping,SC-37418961116537498,3/4/2024 10:50,Air Conditioning
3/1/2024,Room ,Shower / Plumbing,9018S,Regular Guest,Closed-Resolved,Housekeeping,SC-37411850027148909,3/4/2024 10:56,Shower / Plumbing
3/1/2024,Room ,Toilet Not Flushing,9018S,Regular Guest,Cancelled,Housekeeping,SC-37418872242422760,3/4/2024 10:56,Toilet Not Flushing
3/1/2024,Dining Experience ,Food,10009P,Regular Guest,Closed-Resolved,Restaurant,SC-37458432853181133,3/4/2024 23:01,Guest s ordered the cochinita pibil for main course and after the tried it mentioned to the server have a sour flavor.
3/1/2024,Room ,Room Safe,8134S,Regular Guest,Closed-Resolved,Housekeeping,SC-37464732999398692,3/4/2024 23:04,Room Safe
3/1/2024,Entertainment Experience ,Survey,12034P,Regular Guest,Closed-Resolved,Entertainment,SC-37455577024538998,3/4/2024 23:05,"Q: How was your entertainment?, A: 1
Q: Are you satisfied with the amount of shows and activities at night?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Comedians / singers / variety acts etc. 
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Not finished? Tell us everything!, A: I don’t understand how a cruise line that does so many things right can make such pretentious garbage of stage shows (Ships on the night, untitled dance). I don’t know how anyone can walk out of those 2 shows and say “wow that was great”. The actors are all very talented, it is a shame to waste them. This is our 5th cruise with Company and at this point I am not sure I will return since the entertainment has remained so much the same. You guys need to do something to keep repeat guests interested. Duel Reality is great and worth the repeat viewing, the rest is hardly worth viewing once. 
"
3/1/2024,Dining Experience ,Service,11122P,VIP2,Closed-Resolved,Restaurant,SC-37465308884040519,3/4/2024 23:14,Guest  left with out dessert. It was in the peak time servers were helping each others with the tables and the guests got a little confused besides that the flow of the food was not to fast  so they decided to leave with out dessert. 
3/1/2024,Room ,Toilet Not Flushing,5290P,Regular Guest,Closed-Resolved,Housekeeping,SC-36702772712063502,3/4/2024 11:15,Toilet Not Flushing
3/1/2024,Entertainment Experience ,Survey,12106P,Regular Guest,Closed-Resolved,Entertainment,SC-37422313784198313,3/4/2024 11:23,"Q: How was your entertainment?, A: 1
Q: Are you satisfied with the amount of shows and activities at night?, A: 4
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Entertainment Experience ,Survey,12106P,Regular Guest,Closed-Resolved,Entertainment,SC-37422697321578102,3/4/2024 11:23,"Q: How was your entertainment?, A: 1
Q: Are you satisfied with the amount of shows and activities at night?, A: 4
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Spa/Beauty Salon Experience ,Service Issue,12066P,Regular Guest,Closed-Resolved,Spa & Beauty  Salon,SC-37459762009240660,3/4/2024 23:30,03/04/2024/ 11:28 pm/ GSA IRINA/ Guest  is trying to cancel her appointment for tomorrow. She could not cancel it 24hours before since she made reservation today.   
3/1/2024,Spa/Beauty Salon Experience ,Other,11026S,Regular Guest,Closed-Resolved,Spa & Beauty  Salon,SC-37412977312482202,3/4/2024 11:35,3/4/24 GSA Adeliya - Guest  approach to the SS desk stated that room number showing wrong at the spa system. 
