Voyage_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description,Latest_Comment,Resolution_Details
3/1/2024,Dining Experience ,Shipeats Selection,10372M,Regular Guest,Closed-Resolved,Restaurant,SC-37442026117603844,3/4/24 6:15 PM,"Sailor contacted Ship Eats regarding the order she placed, upon checking in the systems the sailor placed only one order #5036739. Sailor then started screaming on the phone, stating that she is hungry and she was waiting for 1h for her order.","sailor placed a second order containing the ""missing food"" #5037473, RS Bogdan tired to deliver the food but sailors had the cabin on DND and no one answer the door.",
3/1/2024,Medical Event ,Injury,9146Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37446073597068072,3/4/24 6:22 PM,03/04 HDM OM: Around 1:30am today the Manor patient was going upstairs when she missed her step and hit her left foot on the stair step. This caused her to fall forward on her right knee and extend her right hand to break the fall but still hit her chin on the floor. ,"HDA YANS- Called Sailor, Sailor said she is doing fine for now, However HDA said if she needs medical attention or anything else we are always available to help.",03/06 HDM OM: The sailors disembarked
3/1/2024,Cabin ,Toilet Not Flushing,10050A,Regular Guest,Closed-Resolved,Housekeeping,SC-36728593114607516,3/4/24 6:25 PM,Toilet Not Flushing,The CH checked the toilet is flushing,
3/1/2024,Dining Experience ,Food,9314A,Regular Guest,Closed-Resolved,Restaurant,SC-37448554187179953,3/4/24 6:47 PM,"Sailor had reservation in GB tonight 03.04, SV confirmed the allergies in the system which is shellfish for both, SV explain what they can have from our menu, however mister John  decided to have the chicken anyway, RM approach the table and confirm with him, he understands the risk as we can't provide chicken dish free of contamination and chose to have it regardless. ",,Documental purpose only 
3/1/2024,Dining Experience ,Food,10009A,Regular Guest,Closed-Resolved,Restaurant,SC-37441710872692944,3/4/24 7:14 PM,"Linda ordered steak and when steak NY was served,  SV checked on quality of the food and sailor mentioned that one side was tough for her.  ",,"SV apologize and offered to change to fillet mignon or to another NY steak , however sailor refused. FYI"
3/1/2024,Shore Thing Experience ,Other,10330Z,Regular Guest,Closed-Resolved,Shore Things,SC-37450174548333250,3/4/24 7:37 PM,"3/4/2024 19:29 HDA Bagas : sailor was concerning about  the excursion he booked Waterfalls of Damajagua and Off-Road Adventure, he mentioned there are a lot of the plastic bottle thrown not in the right place. sailor would like to speak with the Shore thing representative, HDA extend apologies and assure him that we are taking care of this feedback.","03/05/2024 STS Fabrizio Called stateroom and empathized for the inconvenience. Sailor has been advised that their comments has been shared to the tour operator for further reference. Sailor appreciated, thanked the following up  and shared their happiness with the remarkable job Virgin Voyages do in regards the environmental consciousness.",No further action is required until sailor approach the desk again
3/1/2024,Dining Experience ,Reservation/Avail,8014Z,Regular Guest,Closed-Resolved,Restaurant,SC-37443609418847747,3/4/24 7:41 PM,"Sailor came to check-in giving a cabin number which does not belong to them. Sailors mentioned that their friend made a reservation and will not come. Instead, sailors would like to their spot. ",,RS apologized to the sailors as they cannot be accommodated due to unavailability of table at the time. Reservation for the cabin number of 9366z was already cancelled because the sailors did not show up after 35 minutes as sailors were having dinner in RD. RS offered to put the sailors in the wait list. FYI
3/1/2024,Medical Event ,Injury,10122Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37400796141712084,3/4/24 7:52 AM,3/4/2024 7:51 HDA Bagas : I also just stubbed my little toe against the wooden frame hanging behind the tv (the space between the wall and the bed is very small),3/4/2024/ 11:43 HDA Bagas : attempt to call but no response,"3/4/2024 7:51 HDA Bagas :  as per sailor she is okay, medical assistance offered,   sailor just need band aid, nothing further unless sailor aproach   "
3/1/2024,Cabin ,Shower or Sink,12302Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37451553285924719,3/4/24 8:06 PM,Shower or Sink,"Shower and sink has no issues, everything draining well",will be double check with sailor when the sailor come back
3/1/2024,Other ,Survey,12310Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37401877502191914,3/4/24 8:10 AM,"Q: How would you rate the overall Virgin Voyages Experience so far?, A: 2
Q: Tell us everything!, A: App keeps glitching; reservations made the first day don't show up.
",,03/04 HDM OM: HDM sent a message to the sailor apologizing for their experience and offering assistance to book the shows/dinners if there is availability. 
3/1/2024,Dining Experience ,Reservation/Avail,12009A,VIP2,Closed-Resolved,Sailor Services,SC-37452200676101390,3/4/24 8:11 PM,"March 4th at 17:48 while speaking about incidents SC-37419287190542324 and SC-37367654331181241. Sailor Jenna asked for her dining reservation for a group of 8 Sailors to be adjusted in Pink Agave from 17:45 to 19:00. RSM had already asked the Sailor twice earlier about adjusting the time and she refused. RSM advised the Sailor that the table was already ready for them but he would still reach out to the restaurant to check that possibility. Sailor then added ""Yes, there was apparently some miscommunication with respect to the original reservations we made before the trip. I spent hours on the phone with Virgin in advance of the cruise trying to make dinner reservations for the group and the VV staff originally told us the reservation was at 7:00. In fact, they never actually booked this reservation and when it was re-booked for 5:45 which was the only time available at that point, the rest of the group did not get notified."". ",,At 18:10 RSM spoke with RS and RM in person and reservation was adjusted. Sailor informed by message. Sailor was very appreciative for the help. 
3/1/2024,Security ,Security Issue Other,8110Z,Regular Guest,Closed-Resolved,Security,SC-37444388243833813,3/4/24 8:18 PM,"03/04/24 20:15 HDA AI :Sailors approached the desks and reported that they heard  loud noises , words like ""please stop "" , and screams  from other cabin which is 8106Z. HDA thanked them and immediately called security. HDA made a report.",HDA Virgil 1:28PM- sailor Gavin approached ss desk asking for a new cabin. Sailor was offered 8054A for $100 which he accepted. Sailor was moved to the new cabin and charge was applied to the account.,03/06 SSM: Sailor Gavin moved to cabin 8054A on the last day of the voyage. Sailors disembark without further notice.
3/1/2024,Entertainment Experience ,Survey,13294Z,Regular Guest,Closed-Resolved,Entertainment,SC-37454928195484181,3/4/24 8:27 PM,"Q: How was your entertainment?, A: 2
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Are you satisfied with the amount of shows and activities at night?, A: 3
Q: Not finished? Tell us everything!, A: Need funnier comedy shows 
",,Feedback noted 
3/1/2024,Dining Experience ,Reservation/Avail,8014A,Regular Guest,Closed-Resolved,Restaurant,SC-37449516324660288,3/4/24 8:44 PM,"Sailors came to check in. However, reservation was cancelled as they were late for almost two hours. ",,"RS apologized to the sailors and explained that the table is not available anymore as they came at the time of second seating. RS offered to put them on the wait list. However, sailors were not happy. They mentioned that they called someone at SS and they were advised to go down and they will be accommodated. RS apologized for the miscommunication as the SS did not inform the venue about their arrival. FYI"
3/1/2024,Bar Experience ,Other,9150A,Regular Guest,Closed-Resolved,Bars,SC-37455911226597542,3/4/24 8:49 PM,Sailor ordered three different drinks during his meal and each time complained that his cocktails are not strong enough (Long Island); Sailor was approached by RM Bruno who advised the guest that cocktails were made up to company standard and contain right amount of alcohol; Sailor was not offered another cocktail and the drink was taken off his bill;,,
3/1/2024,Dining Experience ,Survey,9046Z,Regular Guest,Closed-Resolved,Restaurant,SC-37404447935374142,3/4/24 8:52 AM,"Q: How was your dining experience?, A: 2
Q: Quality of the drinks?, A: NA
Q: Menu choices?, A: 2
Q: Friendliness of the crew?, A: NA
Q: Not finished? Tell us everything!, A: Actually go to a reservation here last night, which is rare. Looked at the entire menu and couldn’t find anything I liked. Nothing. I was looking for food an American 65 year old couple would like. Beef, prime rib, seafood, chicken dishes, spaghetti, you know, actual food that I’ve heard of.  Ever found it. Cancelled and ate at the Galley which was also not good. The food doesn’t have any flavor.  I know I’m eating but it has no flavor. I’m not really crazy fussy, but give me some choices please!
",,Apology message was send to sailor trough the vv app 
3/1/2024,Security ,Sailor Fight,10046A,Regular Guest,Closed-Resolved,Sailor Services,SC-37447973394237289,3/4/24 8:54 PM,03/04/24 8:52pm Sailor  (Robert) called to SS asking for security assistance because he had a fight. Sailor didn't provide more details.  HDA called security to request the assistance. ,HDA Virgil 10:30PM- security supervisor Kishor approached ss and requested to restrict alcohol privilege's. Alcohol privilege's have been restricted and email sent to relevant departments.,03/06 HDM OM: The sailors disembarked
3/1/2024,Cabin ,Tablet or TV Issue,9278A,Regular Guest,Closed-Resolved,Housekeeping,SC-36694343124117369,3/4/24 8:55 AM,Tablet or TV Issue,3/4/2024.12.44Pm. DM Herwandi : CH reboot the tablet and tablet is working fine.,3/4/2024.12.44Pm. DM Herwandi : CH reboot the tablet and tablet is working fine. 
3/1/2024,Security ,Sailor Fight,10050A,Regular Guest,Closed-Resolved,Sailor Services,SC-37443656943967307,3/4/24 8:55 PM,"HDA Virgil 8:52PM- sailor called ss to report that the sailor from the neighboring cabin (from the right) assulted him. He said that the sailor approached his doors and started to bang for slamming his doors and then assuted him (sailor didn't specify how) and his girlfriend also started to put her hands in his face.  Sailor was telling me to come there immediately and arrest him. I informed sailor to not interact with the person and wait for security, which sailor said hes not waiting for no-one and he wants to go to his dinner. I called security on duty and informed them about what is going on. Security told me that they will attend to investigate. ","03/05 HDM OM: HDM called the sailor James to check on his experience as he requested to speak to a manager. The sailor shared that his vacation is ruined and he needs to be compensated. HDM sympathized with the sailor and invited him to SS to discuss the sailor`s experience. As per the sailor, his phone is broken by HSKP team, he found it broken after the cleaning. The sailor is insisting to have a massage as a compensation. The sailor started raising his voice and hung up","03/06 SSM: SSM met with Mr James and he was upset because of the assault from the previous neighbor stating that he needed to be compensated with a free cruise for the experience he went through, as well claimed that his alcohol privileges were revoked and he couldnt drink. SSM apologized because there was no meeting the previous day however his concerns are understandable and for this type of situations compensations will not be applied as our security intervened and assisted both parties and protocols were followed for his claim. Mr James started adding that his towels and his bedsheets had ""shit"" on them and we were doing it on purpose, SSM asked him if this was reported and he claimed that all his experience was affected without replying to the question. SSM apologized and informed him there was no compensation to be given because the incident was taken care by our security team. Mr James got more upset and started recording SSM with his phone. SSM informed him he was not authorized to do that, sailor stated he was in his right. Mr James continued his argument, and he left the Sailor Services desk."
